El Bayadh,10.0
El Milia,0.4218515971331215
Es Senia,3.751011831483377e-05
Tamanrasset,1.2597739482973972e-06
Tissemsilt,4.2113921692936935e-07
Oum el Bouaghi,1.5810988769967483e-07
Aïn Oussera,9.16979706959548e-08
Messaad,1.9661951729056718e-08
Bouira,1.359712396519056e-10
Adrar,1.0167412045854943e-10
Khenchela,1.942603240037606e-11
Mascara,1.9287014004036703e-11
Mecheria,3.693309366762577e-12
Bordj Menaïel,2.97226345332446e-12
Bou Saâda,8.404683579728724e-13
Aïn Sefra,7.84454060274433e-13
Lakhdaria,3.0236778543810976e-14
Boufarik,3.6926359577389005e-15
Azzaba,3.0594201460968818e-15
Ghardaïa,8.717554961305308e-16
Guelma,8.691477344188661e-16
Akbou,1.0019143282121447e-16
’Aïn Azel,8.065652595752508e-18
Saïda,2.943861702920623e-18
Ouled Moussa,1.5180307193914565e-18
Tindouf,1.3802584276216924e-18
Relizane,1.0750035990547914e-18
Hassi Messaoud,1.0501019257910135e-18
Jijel,4.729586737411573e-19
’Aïn Arnat,4.181294822269718e-19
Ouargla,2.0290108729101993e-19
Boumerdes,1.483635967456577e-19
Laghouat,9.761061333366995e-20
El Oued,8.199633182359866e-20
Tizi Ouzou,6.674642325170786e-20
Draa el Mizan,3.3850355456036153e-20
Souma,1.6488280948287466e-20
Médéa,1.2654451010309819e-20
Azazga,4.305607065322965e-21
Didouche Mourad,2.233627754672179e-21
Timimoun,2.0334945666435643e-21
Dellys,1.9378957445143994e-21
I-n-Salah,1.591377447851359e-21
El Golea,1.2899109684193724e-21
Touggourt,1.2681875343134305e-21
Draa Ben Khedda,9.600162021850783e-22
Boghni,9.111029290117502e-22
Mostaganem,4.413949199778196e-22
Tizi Gheniff,4.0966231761905675e-22
L’Arbaa Naït Irathen,4.039791008453697e-22
Timizart,3.4416808062477245e-22
El Tarf,8.621207363338313e-23
M’Sila,7.623072976906865e-23
Tipasa,7.45805050418186e-23
Mekla,5.083758438837211e-23
Freha,5.0662026165562836e-23
Beni Amrane,4.0172096927090864e-23
Makouda,3.677414223205104e-23
Tadmaït,2.989380932365916e-23
Amoucha,2.910938844939216e-23
Naciria,2.5679259204921637e-23
Kadiria,2.4705595148756046e-23
Djinet,2.1615584536747845e-23
Beni Douala,1.8557527459053436e-23
Thenia,1.7812520493146388e-23
Tizi-n-Bechar,1.5662884345847258e-23
Aomar,1.2820865513194423e-23
Reggane,1.223590437553148e-23
’Aïn el Hammam,1.2231514458329213e-23
Tala Yfassene,1.1953989281899572e-23
El Eulma,1.1557807120371296e-23
Chlef,1.1167867213098996e-23
Souk Ahras,1.0680710058509066e-23
Arbaoun,8.516477286817794e-24
Tirmitine,7.515156428905844e-24
Timoktene,6.4702856493449945e-24
Beni Fouda,4.6933725209001955e-24
Aïn Zaouïa,4.169506029658385e-24
Illizi,4.074251251991366e-24
Tizi Rached,3.950340325032403e-24
Sidi Daoud,3.616424551883207e-24
Azeffoun,3.5523172882564e-24
’Aïn Abessa,3.461299775190769e-24
Tichi,3.2101891373272406e-24
Bordj Mokhtar,3.0949922791809643e-24
Aïn Temouchent,2.908338302518211e-24
Aïn Defla,2.908338302518211e-24
Mila,2.908338302518211e-24
Naama,2.908338302518211e-24
Chorfa,2.8336201988804466e-24
Ouadhia,2.479267688944547e-24
Boudjima,2.3647234370141413e-24
Tizi-n-Tleta,2.2512733310517975e-24
Djanet,1.7191420731221837e-24
Aït Yaïch,1.6027990327222871e-24
Abadla,1.5643643761970312e-24
Iflissen,1.5377892762501109e-24
Moudjbara,1.4145835389555236e-24
Takerbouzt,1.3911241070943864e-24
Afir,1.085402089599561e-24
Sali,1.0565373786575412e-24
Mechtras,9.151749522703136e-25
El Adjiba,8.602815338243342e-25
Arhribs,8.570517941813718e-25
Iferhounene,8.532998477157107e-25
Yakouren,7.874124942431148e-25
Si Mustapha,7.594485819091538e-25
Skikda,7.306823969160206e-25
Tigzirt,7.30482036546803e-25
Bechloul,6.893003725320455e-25
’Aïn Roua,6.329280014503815e-25
Charouine,6.039751253991066e-25
Bir Ghbalou,5.456456184661501e-25
Beni Abbès,5.242271916127863e-25
Sidi Namane,4.936694165001161e-25
Bordj Okhriss,4.616092461370361e-25
Ben Nasseur,4.428425164970554e-25
Ben N’Choud,3.990564192580645e-25
Souama,3.9535192277949907e-25
Toudja,3.805495635632798e-25
Bou Nouh,3.6974851066687644e-25
Béchar,3.61306033937408e-25
Ouled Rached,3.2615561732078392e-25
I-n-Amenas,3.1791752398585652e-25
Abalessa,3.1211465506340613e-25
Ifigha,3.118367221916714e-25
Seddouk Oufella,2.9137218585466365e-25
Boukhralfa,2.7750744484706237e-25
Amalou,2.6441424642621004e-25
Tifra,2.601704137417628e-25
Taourga,2.1418154325260044e-25
Beni Aïssi,1.9895335948307517e-25
In Guezzam,1.6815807058653092e-25
Bordj Bou Arreridj,1.6292902775916578e-25
Souk el Had,1.520360634584298e-25
El Maïn,1.3357516429059336e-25
Aït Bou Madhi,1.289290101968698e-25
Beni Ounif,1.1245517716293687e-25
Tassamert,1.0170009219592795e-25
I-n-Amguel,5.501100420257872e-26
Tlemcen,3.9078573079837116e-26
Bejaïa,1.9866373243033513e-26
Tiaret,9.945636197886375e-27
Tébessa,3.2850664132870654e-28
Biskra,4.991096450553805e-29
Sidi Bel Abbès,1.276264906090368e-29
Annaba,5.042809364753546e-32
Djelfa,2.2510317287164283e-32
Sétif,3.426458215356714e-33
Batna,2.9093748600307263e-33
Blida,2.115662944502284e-34
Constantine,2.2381141280583757e-36
Oran,7.961184464962247e-39
Algiers,1.0608672589662806e-40
