Deçan,10.0
Istog,0.0009506367489443233
Klinë,2.411564097449796e-07
Kamenicë,4.2655260400191485e-15
Dragash,6.226411059207101e-18
Fushë Kosovë,1.6650411864886872e-19
Kaçanik,1.6695295200488652e-20
Viti,7.171708119987172e-21
Skenderaj,1.237862607644676e-25
Shtime,2.365368063137985e-27
Malishevë,1.2814237728343087e-28
Rahovec,1.3579928724735378e-29
Vranjak,1.3579928724735378e-29
Kojskë,2.4166511407001216e-30
Lipjan,2.4166511407001216e-30
Obiliq,7.782355444560626e-31
Suharekë,2.4941244955300574e-31
Leposaviq,4.539732688288882e-32
Zveçan,9.381942447707118e-33
Zubin Potok,3.291525064014966e-33
Matiçan,1.3699696925560692e-33
Shtërpcë,1.1729975122298498e-33
Pozharan,3.8445222848590462e-34
Graçanicë,2.1412730623501264e-34
Vushtrri,1.7564256129590153e-34
Novobërdë,1.2765612459170096e-34
Hani i Elezit,1.1178342817878238e-34
Dushanovë,1.1150782962061176e-34
Donje Žabare,4.3587578454549393e-35
Junik,2.4787909799029364e-35
Lubizhdë,2.3757975044477746e-35
Zhur,2.30502166537503e-35
Ranillug,2.2036863744946512e-35
Bresje,2.027135352689982e-35
Mamushë,1.955112830027697e-35
Vitomiricë,1.879099387705526e-35
Partesh,1.7984130510750113e-35
Korishë,1.7833175836493904e-35
Damjan,1.6822053677583296e-35
Kllokot,6.39428536585025e-36
Gllogovc,3.059321169401902e-36
Mitrovicë,8.319503512620044e-37
Podujevë,2.897243972061001e-37
Gjilan,1.9969581199058634e-37
Gjakovë,8.326557742829821e-38
Pejë,5.920737380926758e-38
Ferizaj,9.965066638487893e-39
Prizren,8.798585469371182e-41
Pristina,5.493118022659158e-41
